,Unnamed: 0,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_verifications,latitude,longitude,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_location_Argentina,host_location_Australia,host_location_Belgium,host_location_Britain,host_location_Canada,host_location_China,host_location_Colombia,host_location_Denmark,host_location_Emirates,host_location_Finland,host_location_France,host_location_Germany,host_location_Ireland,host_location_Italy,host_location_Kingdom,host_location_Lithuania,host_location_Netherlands,host_location_Romania,host_location_Singapore,host_location_Spain,host_location_Sweden,host_location_Switzerland,host_location_Turkey,host_location_US,host_location_unknown,host_response_time_unknown,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighbourhood_cleansed_Bijlmer-Oost,neighbourhood_cleansed_Bos en Lommer,neighbourhood_cleansed_Buitenveldert - Zuidas,neighbourhood_cleansed_Centrum-Oost,neighbourhood_cleansed_Centrum-West,neighbourhood_cleansed_De Aker - Nieuw Sloten,neighbourhood_cleansed_De Baarsjes - Oud-West,neighbourhood_cleansed_De Pijp - Rivierenbuurt,neighbourhood_cleansed_Gaasperdam - Driemond,neighbourhood_cleansed_Geuzenveld - Slotermeer,neighbourhood_cleansed_IJburg - Zeeburgereiland,neighbourhood_cleansed_Noord-Oost,neighbourhood_cleansed_Noord-West,neighbourhood_cleansed_Oostelijk Havengebied - Indische Buurt,neighbourhood_cleansed_Osdorp,neighbourhood_cleansed_Oud-Noord,neighbourhood_cleansed_Oud-Oost,neighbourhood_cleansed_Slotervaart,neighbourhood_cleansed_Watergraafsmeer,neighbourhood_cleansed_Westerpark,neighbourhood_cleansed_Zuid,room_type_Hotel room,room_type_Private room,room_type_Shared room,bathrooms_text_0 shared baths,bathrooms_text_1 bath,bathrooms_text_1 private bath,bathrooms_text_1 shared bath,bathrooms_text_1.5 baths,bathrooms_text_1.5 shared baths,bathrooms_text_2 baths,bathrooms_text_2 shared baths,bathrooms_text_2.5 baths,bathrooms_text_3 baths,bathrooms_text_3 shared baths,bathrooms_text_3.5 baths,bathrooms_text_3.5 shared baths,bathrooms_text_4 baths,bathrooms_text_4 shared baths,bathrooms_text_4.5 baths,bathrooms_text_5 baths,bathrooms_text_5.5 baths,bathrooms_text_Half-bath,bathrooms_text_Private half-bath,bathrooms_text_Shared half-bath,bathrooms_text_unknown,host_identity_verified_t,host_has_profile_pic_t,has_availability_t,instant_bookable_t,host_is_superhost_t
1184,1184,0,67,1,1,4,52.35601,4.90013,4,2.0,2.0,51,250.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,0,0,0,0,36,3,0,4.86,4.86,4.81,4.89,4.92,4.83,4.69,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1185,1185,100,100,0,0,8,52.38599,4.9174,2,1.0,1.0,36,135.0,3,30,1.0,3.0,30.0,30.0,2.6,30.0,5,11,12,12,3,3,0,5.0,5.0,5.0,4.33,5.0,4.33,5.0,1,1,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1186,1186,90,75,3,3,4,52.36728,4.88603,2,1.0,1.0,21,165.0,7,180,7.0,7.0,1125.0,1125.0,7.0,1125.0,25,51,68,236,116,2,0,4.83,4.87,4.83,4.97,4.93,4.96,4.78,3,3,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1187,1187,100,98,0,0,7,52.36729,4.8939,2,1.577414409810935,1.0,16,61.0,3,1125,3.0,4.0,1125.0,1125.0,3.8,1125.0,24,54,84,359,11,11,1,4.36,4.82,4.64,4.64,4.64,4.82,4.55,2,0,2,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1188,1188,0,100,1,1,8,52.37495,4.84774,2,1.0,1.0,25,140.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,3,33,33,3,1,0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,1,1,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1189,1189,0,0,1,1,5,52.35982,4.86042,4,2.0,4.0,53,122.0,4,20,4.0,4.0,20.0,20.0,4.0,20.0,0,0,0,0,17,0,0,4.88,5.0,4.71,4.82,5.0,4.76,4.82,1,1,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1190,1190,78,67,2,2,3,52.36465,4.89798,4,2.0,2.0,53,440.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,21,6,0,4.86,4.67,4.9,4.81,4.86,4.95,4.81,2,2,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1191,1191,100,100,2,2,2,52.39173,4.8855,12,5.0,11.0,24,330.0,2,13,2.0,2.0,13.0,13.0,2.0,13.0,0,0,2,275,7,2,0,4.86,4.71,4.43,4.86,4.86,4.71,4.43,2,2,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1192,1192,94,100,20,20,2,52.36522,4.87915,4,1.577414409810935,2.0,44,73.0,2,1125,1.0,2.0,1125.0,1125.0,1.9,1125.0,19,19,19,19,15,15,3,4.73,4.53,4.33,4.93,4.67,4.73,4.4,20,8,12,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1193,1193,100,67,0,0,5,52.37395,4.90862,2,1.0,2.0,43,93.0,2,4,2.0,2.0,4.0,4.0,2.0,4.0,1,1,10,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1194,1194,100,100,1,1,8,52.37066,4.87405,2,1.0,2.0,71,110.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,3,16,39,213,169,7,3,4.92,4.95,4.93,4.94,4.95,4.9,4.86,1,0,1,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1195,1195,0,0,1,1,3,52.34212,4.79794,3,2.0,2.0,33,95.0,6,11,6.0,6.0,11.0,11.0,6.0,11.0,0,0,0,0,6,0,0,4.8,5.0,4.8,5.0,5.0,4.75,4.75,1,1,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1196,1196,0,0,2,2,7,52.37356,4.89861,2,1.0,1.0,30,99.0,3,1125,3.0,4.0,1125.0,1125.0,3.4,1125.0,0,0,0,0,73,0,0,4.75,4.79,4.88,4.88,4.47,4.96,4.66,2,0,2,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1197,1197,90,100,12,12,2,52.38516,4.90316,2,1.0,1.0,12,108.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,24,54,329,53,1,0,4.42,4.72,4.66,4.81,4.68,4.77,4.25,12,0,0,0,1.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1198,1198,0,0,1,1,8,52.35475,4.89229,2,1.0,1.0,51,170.0,2,60,2.0,2.0,60.0,60.0,2.0,60.0,0,0,0,0,37,0,0,4.92,4.97,4.92,4.97,4.95,4.89,4.53,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1199,1199,50,43,1,1,7,52.37392,4.87251,2,1.0,1.0,44,175.0,1,4,1.0,1.0,4.0,4.0,1.0,4.0,23,53,83,342,17,4,2,4.88,4.88,4.81,4.88,4.94,4.94,4.63,1,1,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1200,1200,100,50,1,1,5,52.35229,4.81457,4,3.0,4.0,99,175.0,7,30,7.0,7.0,30.0,30.0,7.0,30.0,11,11,11,11,46,1,0,4.65,4.67,4.37,4.76,4.89,4.33,4.49,1,1,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1201,1201,0,0,21,21,4,52.36574,4.86059,2,1.0,1.0,28,68.0,1,1125,1.0,3.0,1000.0,1000.0,1.2,1000.0,8,26,43,295,22,22,5,4.32,4.77,4.36,4.68,4.64,4.5,4.45,21,0,21,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1202,1202,100,100,3,3,9,52.42397,4.88864,2,1.0,1.0,77,69.0,3,60,3.0,3.0,1125.0,1125.0,3.0,1125.0,19,49,79,347,317,1,0,4.51,4.59,4.5,4.75,4.8,4.15,4.49,3,0,1,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1203,1203,100,63,0,0,5,52.38553,4.87906,2,1.0,1.0,16,103.0,21,1125,21.0,21.0,1125.0,1125.0,21.0,1125.0,0,6,36,36,16,2,1,4.88,5.0,5.0,4.75,4.94,4.81,4.81,1,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1204,1204,80,46,0,0,7,52.37724,4.87939,4,1.0,1.0,91,350.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,28,58,88,363,5,4,0,4.8,4.4,4.4,4.8,4.8,4.8,4.4,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1205,1205,100,75,3,3,8,52.38259,4.88534,2,1.0,1.0,37,150.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,12,0,0,4.83,4.92,4.83,4.92,5.0,4.83,4.67,2,1,1,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1206,1206,100,100,1,1,8,52.37478,4.83669,4,1.0,3.0,105,250.0,3,21,3.0,3.0,1125.0,1125.0,3.0,1125.0,29,47,65,79,19,1,1,4.84,4.89,4.89,4.95,5.0,4.68,4.47,1,1,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1207,1207,100,41,0,0,2,52.34649,4.86306,2,1.0,1.0,85,116.0,5,15,5.0,5.0,15.0,15.0,5.0,15.0,2,19,33,272,5,5,0,5.0,5.0,4.8,5.0,5.0,4.8,4.8,1,1,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1208,1208,0,0,1,1,7,52.36075,4.89281,2,1.0,1.0,40,121.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,3,0,0,5.0,5.0,4.67,5.0,5.0,4.67,4.67,1,1,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1209,1209,0,80,1,1,7,52.35685,4.89652,3,1.0,2.0,46,120.0,2,3,2.0,2.0,1125.0,1125.0,2.0,1125.0,10,10,10,10,141,3,0,4.86,4.94,4.84,4.99,5.0,4.9,4.67,1,0,1,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1210,1210,100,91,0,0,2,52.37265,4.83512,2,1.0,1.0,33,49.0,5,14,5.0,5.0,14.0,14.0,5.0,14.0,0,0,0,0,1,0,0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2,0,2,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1211,1211,100,100,2,2,5,52.36939,4.85912,2,2.0,4.0,23,100.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,9,0,0,4.0,4.29,4.57,4.71,5.0,4.43,3.86,1,0,1,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1212,1212,0,0,1,1,8,52.38079,4.85919,2,1.0,1.0,35,45.0,2,5,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,23,0,0,4.96,4.91,5.0,5.0,5.0,4.9,4.9,1,0,1,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
1213,1213,100,99,8,8,2,52.35477,4.89782,2,1.0,1.0,17,111.0,1,1125,1.0,5.0,999.0,999.0,1.2,999.0,4,11,26,205,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1214,1214,100,67,1,1,6,52.36625,4.91226,2,1.0,1.0,17,190.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,11,11,27,27,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1215,1215,100,40,0,0,5,52.36189,4.85787,2,1.0,1.0,58,140.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1216,1216,0,50,1,1,5,52.37047,4.84998,2,1.0,1.0,47,149.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,35,22,1,0,4.95,4.86,4.86,4.95,4.95,4.91,4.86,1,1,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1217,1217,100,88,0,0,3,52.3744,4.87698,4,2.0,2.0,40,250.0,1,365,1.0,5.0,365.0,365.0,1.1,365.0,9,9,15,25,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1218,1218,0,0,0,0,4,52.3727,4.8497,2,1.0,1.0,26,106.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1219,1219,67,67,0,0,5,52.353836,4.862289,4,2.0,1.0,35,331.0,4,6,4.0,4.0,6.0,6.0,4.0,6.0,23,53,83,173,1,1,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1220,1220,0,0,1,1,8,52.36505,4.85071,4,2.0,1.0,81,150.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,4.33,4.0,1,1,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1221,1221,100,100,1,1,4,52.35103,4.91967,2,1.0,1.0,41,160.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1222,1222,100,100,1,1,4,52.38071,4.85738,2,1.0,1.9564237415477088,42,90.0,7,60,2.0,7.0,1125.0,1125.0,5.7,1125.0,0,0,0,0,50,0,0,4.85,4.96,4.89,4.67,4.8,4.64,4.8,1,1,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1223,1223,0,0,3,3,2,52.37674,4.89624,1,1.0,1.0,32,31.0,1,1125,1.0,4.0,7.0,7.0,1.5,7.0,0,0,0,0,32,1,0,4.56,4.72,4.41,4.78,4.75,4.81,4.38,3,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1224,1224,0,0,0,0,7,52.37131,4.85792,2,1.0,1.0,32,204.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
1225,1225,100,14,2,2,8,52.38479,4.88057,4,2.0,3.0,26,200.0,14,30,14.0,14.0,30.0,30.0,14.0,30.0,0,0,0,122,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,2,1,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1226,1226,71,67,0,0,2,52.35266,4.92079,2,1.0,1.0,25,150.0,4,7,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
